density,samp_size,seed,fscore,ari
0.2,200,2,0.7692307692307693,1.0
0.2,500,2,0.75,1.0
0.2,1000,2,0.8888888888888888,1.0
0.2,2000,2,0.8888888888888888,1.0
0.2,5000,2,0.9473684210526316,1.0
0.2,10000,2,0.9473684210526316,1.0
0.2,20000,2,0.9473684210526316,1.0
0.2,50000,2,0.9473684210526316,1.0
0.2,100000,2,0.9473684210526316,1.0
0.5,10,2,0.8,-0.0857908847184986
0.5,100,2,0.6086956521739131,0.2913385826771653
0.5,200,2,0.5294117647058824,0.6564885496183206
0.5,500,2,0.631578947368421,1.0
0.5,1000,2,0.7555555555555554,1.0
0.5,2000,2,0.7555555555555554,1.0
0.5,5000,2,0.7555555555555554,1.0
0.5,10000,2,0.7555555555555554,1.0
0.5,20000,2,0.7555555555555554,1.0
0.5,50000,2,0.7555555555555554,1.0
0.5,100000,2,0.7555555555555554,1.0
0.8,10,2,0.0,0.0063091482649842
0.8,100,2,0.823529411764706,0.1644562334217506
0.8,200,2,0.761904761904762,-0.0465116279069767
0.8,500,2,0.7826086956521738,0.1644562334217506
0.8,1000,2,0.8,0.2913385826771653
0.8,2000,2,0.8571428571428572,0.4767441860465116
0.8,5000,2,0.8571428571428572,0.4767441860465116
0.8,10000,2,0.8571428571428572,0.6564885496183206
0.8,20000,2,0.962962962962963,1.0
0.8,50000,2,0.962962962962963,1.0
0.8,100000,2,0.962962962962963,1.0
0.2,10,3,0.0,0.0112994350282485
0.2,100,3,0.7499999999999999,0.6564885496183206
0.2,200,3,0.8333333333333333,1.0
0.2,500,3,0.923076923076923,1.0
0.2,1000,3,0.9333333333333332,1.0
0.2,2000,3,0.9333333333333332,1.0
0.2,5000,3,0.8750000000000001,1.0
0.2,10000,3,0.8750000000000001,1.0
0.2,20000,3,0.8750000000000001,1.0
0.2,50000,3,0.8750000000000001,1.0
0.2,100000,3,0.8750000000000001,1.0
0.5,10,3,1.0,0.0
0.5,100,3,0.8571428571428571,-0.0368663594470046
0.5,200,3,0.6382978723404256,-0.0227272727272727
0.5,500,3,0.5806451612903226,0.0
0.5,1000,3,0.5714285714285715,0.0
0.5,2000,3,0.59375,0.0
0.5,5000,3,0.6153846153846153,0.0
0.5,10000,3,0.7368421052631579,1.0
0.5,20000,3,0.7368421052631579,1.0
0.5,50000,3,0.7368421052631579,1.0
0.5,100000,3,0.7368421052631579,1.0
0.8,10,3,1.0,0.0
0.8,100,3,0.823529411764706,-0.0424710424710424
0.8,200,3,0.8333333333333333,-0.0368663594470046
0.8,500,3,0.8333333333333334,-0.0227272727272727
0.8,1000,3,0.860759493670886,0.0
0.8,2000,3,0.8860759493670887,0.0
0.8,5000,3,0.902439024390244,0.0
0.8,10000,3,0.9411764705882352,1.0
0.8,20000,3,0.9411764705882352,1.0
0.8,50000,3,0.9411764705882352,1.0
0.8,100000,3,0.9411764705882352,1.0
0.2,10,4,1.0,0.0
0.2,100,4,1.0,1.0
0.2,200,4,1.0,1.0
0.2,500,4,0.888888888888889,1.0
0.2,1000,4,0.888888888888889,1.0
0.2,2000,4,0.888888888888889,1.0
0.2,5000,4,0.888888888888889,1.0
0.2,10000,4,0.888888888888889,1.0
0.2,20000,4,0.888888888888889,1.0
0.2,50000,4,0.888888888888889,1.0
0.2,100000,4,0.888888888888889,1.0
0.5,10,4,0.0,0.0229885057471264
0.5,100,4,0.8,0.0217391304347826
0.5,200,4,0.888888888888889,0.0721649484536082
0.5,500,4,0.9411764705882352,0.354066985645933
0.5,1000,4,0.7142857142857143,0.2513863216266174
0.5,2000,4,0.9411764705882352,0.354066985645933
0.5,5000,4,0.923076923076923,0.5423728813559322
0.5,10000,4,0.7727272727272727,1.0
0.5,20000,4,0.8571428571428571,0.7887323943661971
0.5,50000,4,0.7727272727272727,1.0
0.5,100000,4,0.7727272727272727,1.0
0.8,10,4,1.0,0.0
0.8,100,4,0.6666666666666666,0.1009463722397476
0.8,200,4,0.823529411764706,0.3137254901960784
0.8,500,4,0.823529411764706,0.2513863216266174
0.8,1000,4,0.823529411764706,0.2513863216266174
0.8,2000,4,1.0,0.2513863216266174
0.8,5000,4,1.0,0.2372881355932203
0.8,10000,4,1.0,0.2372881355932203
0.8,20000,4,0.95,0.7887323943661971
0.8,50000,4,0.95,0.6456692913385826
0.8,100000,4,0.95,0.6456692913385826
0.2,10,5,1.0,0.0
0.2,100,5,0.5714285714285715,1.0
0.2,200,5,0.7058823529411764,1.0
0.2,500,5,0.8421052631578948,1.0
0.2,1000,5,0.75,1.0
0.2,2000,5,0.7200000000000001,1.0
0.2,5000,5,0.6923076923076923,1.0
0.2,10000,5,0.6923076923076923,1.0
0.2,20000,5,0.6923076923076923,1.0
0.2,50000,5,0.6923076923076923,1.0
0.2,100000,5,0.6923076923076923,1.0
0.5,10,5,0.0,-0.0344827586206896
0.5,100,5,0.4210526315789474,-0.0629921259842519
0.5,200,5,0.4827586206896552,0.4767441860465116
0.5,500,5,0.6829268292682926,1.0
0.5,1000,5,0.6829268292682926,1.0
0.5,2000,5,0.8,1.0
0.5,5000,5,0.8,1.0
0.5,10000,5,0.8,1.0
0.5,20000,5,0.8,1.0
0.5,50000,5,0.8,1.0
0.5,100000,5,0.8,1.0
0.8,10,5,1.0,0.0
0.8,100,5,0.8,-0.0439560439560439
0.8,200,5,0.7272727272727273,-0.0368663594470046
0.8,500,5,0.6229508196721312,0.0
0.8,1000,5,0.7547169811320755,-0.0227272727272727
0.8,2000,5,0.7352941176470588,0.0
0.8,5000,5,0.8055555555555556,0.0
0.8,10000,5,0.8070175438596492,1.0
0.8,20000,5,0.8070175438596492,1.0
0.8,50000,5,0.8070175438596492,1.0
0.8,100000,5,0.8070175438596492,1.0
0.2,10,6,0.0,-0.0448358686949559
0.2,100,6,0.3333333333333333,0.6564885496183206
0.2,200,6,0.7499999999999999,0.6564885496183206
0.2,500,6,0.9090909090909092,1.0
0.2,1000,6,0.9090909090909092,1.0
0.2,2000,6,0.9090909090909092,1.0
0.2,5000,6,0.9090909090909092,1.0
0.2,10000,6,0.9090909090909092,1.0
0.2,20000,6,0.9090909090909092,1.0
0.2,50000,6,0.9090909090909092,1.0
0.2,100000,6,0.9090909090909092,1.0
0.5,10,6,1.0,0.0
0.5,100,6,0.5,-0.0305343511450381
0.5,200,6,0.5263157894736842,-0.056338028169014
0.5,500,6,0.4347826086956521,0.0
0.5,1000,6,0.5306122448979592,0.0
0.5,2000,6,0.6909090909090908,0.0
0.5,5000,6,0.7234042553191489,0.6564885496183206
0.5,10000,6,0.7234042553191489,0.6564885496183206
0.5,20000,6,0.7234042553191489,0.6564885496183206
0.5,50000,6,0.7499999999999999,0.6564885496183206
0.5,100000,6,0.8571428571428571,1.0
0.8,10,6,1.0,0.0
0.8,100,6,0.4,-0.0465116279069767
0.8,200,6,0.611111111111111,0.4767441860465116
0.8,500,6,0.6037735849056604,0.0
0.8,1000,6,0.6774193548387097,0.0
0.8,2000,6,0.6666666666666667,0.0
0.8,5000,6,0.8333333333333334,0.6564885496183206
0.8,10000,6,0.819672131147541,0.6564885496183206
0.8,20000,6,0.8333333333333333,0.6564885496183206
0.8,50000,6,0.8387096774193549,0.6564885496183206
0.8,100000,6,0.9433962264150944,1.0
0.2,10,7,0.0,0.0791268758526603
0.2,100,7,0.7999999999999999,0.0
0.2,200,7,0.6666666666666665,0.0
0.2,500,7,0.6666666666666667,0.0
0.2,1000,7,0.6956521739130436,0.0
0.2,2000,7,0.6956521739130436,0.0
0.2,5000,7,0.6666666666666666,1.0
0.2,10000,7,0.6666666666666666,1.0
0.2,20000,7,0.6666666666666666,1.0
0.2,50000,7,0.6666666666666666,1.0
0.2,100000,7,0.6666666666666666,1.0
0.5,10,7,1.0,0.0
0.5,100,7,0.75,0.0
0.5,200,7,0.5925925925925926,0.0
0.5,500,7,0.6206896551724138,0.0
0.5,1000,7,0.6896551724137931,0.0
0.5,2000,7,0.631578947368421,0.0
0.5,5000,7,0.5833333333333333,1.0
0.5,10000,7,0.5833333333333333,1.0
0.5,20000,7,0.5833333333333333,1.0
0.5,50000,7,0.6538461538461537,1.0
0.5,100000,7,0.6399999999999999,1.0
0.8,10,7,1.0,0.0272217774219375
0.8,100,7,0.9333333333333332,-0.0404624277456647
0.8,200,7,0.7368421052631579,-0.0396039603960396
0.8,500,7,0.6818181818181819,-0.0227272727272727
0.8,1000,7,0.7169811320754716,-0.0227272727272727
0.8,2000,7,0.7407407407407407,-0.0227272727272727
0.8,5000,7,0.8979591836734694,-0.0305343511450381
0.8,10000,7,0.888888888888889,-0.0227272727272727
0.8,20000,7,0.923076923076923,1.0
0.8,50000,7,0.923076923076923,1.0
0.8,100000,7,0.923076923076923,1.0
0.2,10,8,1.0,0.0
0.2,100,8,0.8333333333333333,0.845360824742268
0.2,200,8,0.7777777777777778,1.0
0.2,500,8,0.7777777777777778,1.0
0.2,1000,8,0.7777777777777778,1.0
0.2,2000,8,0.7777777777777778,1.0
0.2,5000,8,0.7777777777777778,1.0
0.2,10000,8,0.7777777777777778,1.0
0.2,20000,8,0.7777777777777778,1.0
0.2,50000,8,0.7777777777777778,1.0
0.2,100000,8,0.7777777777777778,1.0
0.5,10,8,1.0,0.0
0.5,100,8,1.0,0.0088105726872246
0.5,200,8,0.761904761904762,0.1818181818181818
0.5,500,8,0.6842105263157894,-0.0714285714285714
0.5,1000,8,0.88,0.1818181818181818
0.5,2000,8,0.88,0.1818181818181818
0.5,5000,8,0.923076923076923,0.7272727272727273
0.5,10000,8,0.888888888888889,0.845360824742268
0.5,20000,8,0.8260869565217392,1.0
0.5,50000,8,0.8695652173913044,1.0
0.5,100000,8,0.851063829787234,1.0
0.8,10,8,1.0,0.0
0.8,100,8,0.7499999999999999,-0.0377358490566037
0.8,200,8,0.7999999999999999,0.0
0.8,500,8,0.918918918918919,0.2268041237113402
0.8,1000,8,0.8823529411764706,0.1463414634146341
0.8,2000,8,0.962962962962963,0.1176470588235294
0.8,5000,8,1.0,0.1176470588235294
0.8,10000,8,0.9142857142857144,0.1463414634146341
0.8,20000,8,0.9166666666666666,0.3661971830985915
0.8,50000,8,0.9032258064516128,0.4827586206896552
0.8,100000,8,0.9032258064516128,0.4827586206896552
0.2,10,9,1.0,0.0
0.2,100,9,0.625,0.6564885496183206
0.2,200,9,0.8333333333333333,0.6564885496183206
0.2,500,9,0.7058823529411764,1.0
0.2,1000,9,0.7058823529411764,1.0
0.2,2000,9,0.7058823529411764,1.0
0.2,5000,9,0.7058823529411764,1.0
0.2,10000,9,0.7058823529411764,1.0
0.2,20000,9,0.6857142857142856,1.0
0.2,50000,9,0.6857142857142856,1.0
0.2,100000,9,0.6857142857142856,1.0
0.5,10,9,1.0,0.0350877192982456
0.5,100,9,0.625,0.4
0.5,200,9,0.5384615384615384,0.6341463414634146
0.5,500,9,0.6250000000000001,1.0
0.5,1000,9,0.8275862068965517,0.845360824742268
0.5,2000,9,0.7368421052631579,1.0
0.5,5000,9,0.7692307692307693,1.0
0.5,10000,9,0.75,1.0
0.5,20000,9,0.75,1.0
0.5,50000,9,0.75,1.0
0.5,100000,9,0.7804878048780487,1.0
0.8,10,9,1.0,0.0
0.8,100,9,0.8,0.4444444444444444
0.8,200,9,0.8,0.4444444444444444
0.8,500,9,0.7741935483870968,0.845360824742268
0.8,1000,9,0.8888888888888888,0.845360824742268
0.8,2000,9,0.9655172413793104,0.6341463414634146
0.8,5000,9,0.975609756097561,0.845360824742268
0.8,10000,9,0.95,0.845360824742268
0.8,20000,9,0.95,0.845360824742268
0.8,50000,9,0.9629629629629628,1.0
0.8,100000,9,0.9818181818181818,1.0
