density,samp_size,seed,fscore,ari
0.2,2000,4,1.0,1.0
0.2,5000,4,1.0,1.0
0.2,10000,4,1.0,1.0
0.2,20000,4,1.0,1.0
0.2,50000,4,1.0,1.0
0.2,100000,4,1.0,1.0
0.5,10,4,0.0,0.0476190476190476
0.5,100,4,1.0,0.1489361702127659
0.5,200,4,0.9090909090909092,0.1818181818181818
0.5,500,4,0.8,0.1149773071104387
0.5,1000,4,0.8571428571428571,0.3100511073253833
0.5,2000,4,1.0,0.5522388059701493
0.5,5000,4,0.88,0.6301369863013698
0.5,10000,4,0.88,0.6301369863013698
0.5,20000,4,0.923076923076923,1.0
0.5,50000,4,0.923076923076923,1.0
0.5,100000,4,0.923076923076923,1.0
0.8,10,4,1.0,0.0
0.8,100,4,1.0,0.358974358974359
0.8,200,4,1.0,0.5454545454545454
0.8,500,4,1.0,0.5454545454545454
0.8,1000,4,1.0,0.4047619047619047
0.8,2000,4,1.0,0.5833333333333334
0.8,5000,4,1.0,0.5833333333333334
0.8,10000,4,1.0,0.696969696969697
0.8,20000,4,1.0,0.696969696969697
0.8,50000,4,0.9473684210526316,1.0
0.8,100000,4,0.9473684210526316,1.0
0.2,10,5,1.0,0.0
0.2,100,5,0.8333333333333333,0.845360824742268
0.2,200,5,0.8,1.0
0.2,500,5,0.8888888888888888,1.0
0.2,1000,5,0.761904761904762,1.0
0.2,2000,5,0.761904761904762,1.0
0.2,5000,5,0.7272727272727274,1.0
0.2,10000,5,0.7272727272727274,1.0
0.2,20000,5,0.7272727272727274,1.0
0.2,50000,5,0.7272727272727274,1.0
0.2,100000,5,0.782608695652174,1.0
0.5,10,5,1.0,0.0
0.5,100,5,0.9333333333333332,0.425531914893617
0.5,200,5,0.8235294117647058,0.6896551724137931
0.5,500,5,0.8,0.6896551724137931
0.5,1000,5,0.8333333333333333,0.8767123287671232
0.5,2000,5,0.8,0.8767123287671232
0.5,5000,5,0.8,0.8767123287671232
0.5,10000,5,0.8,0.8767123287671232
0.5,20000,5,0.846153846153846,1.0
0.5,50000,5,0.846153846153846,1.0
0.5,100000,5,0.846153846153846,1.0
0.8,10,5,1.0,0.0
0.8,100,5,0.8,0.15625
0.8,200,5,0.8235294117647058,0.2622950819672131
0.8,500,5,0.9285714285714286,0.55
0.8,1000,5,0.8648648648648648,0.6301369863013698
0.8,2000,5,0.8571428571428571,0.7272727272727273
0.8,5000,5,0.975609756097561,0.6301369863013698
0.8,10000,5,0.95,0.8767123287671232
0.8,20000,5,0.95,0.8767123287671232
0.8,50000,5,0.95,0.8767123287671232
0.8,100000,5,1.0,1.0
0.2,10,6,0.0,0.0880503144654088
0.2,100,6,0.8,1.0
0.2,200,6,1.0,1.0
0.2,500,6,1.0,1.0
0.2,1000,6,1.0,1.0
0.2,2000,6,1.0,1.0
0.2,5000,6,1.0,1.0
0.2,10000,6,1.0,1.0
0.2,20000,6,1.0,1.0
0.2,50000,6,1.0,1.0
0.2,100000,6,1.0,1.0
0.5,10,6,0.0,0.0606060606060606
0.5,100,6,0.7272727272727273,0.28
0.5,200,6,0.7058823529411764,0.6896551724137931
0.5,500,6,0.7999999999999999,0.775
0.5,1000,6,0.7857142857142857,0.8767123287671232
0.5,2000,6,0.7857142857142857,0.8767123287671232
0.5,5000,6,0.8275862068965517,0.8767123287671232
0.5,10000,6,0.9565217391304348,1.0
0.5,20000,6,0.9565217391304348,1.0
0.5,50000,6,0.9565217391304348,1.0
0.5,100000,6,0.9565217391304348,1.0
0.8,10,6,1.0,0.0
0.8,100,6,1.0,0.1126760563380281
0.8,200,6,1.0,0.7326732673267327
0.8,500,6,0.9230769230769232,0.775
0.8,1000,6,0.8461538461538461,1.0
0.8,2000,6,0.8333333333333333,0.8767123287671232
0.8,5000,6,0.8648648648648648,0.8767123287671232
0.8,10000,6,0.8947368421052632,0.8767123287671232
0.8,20000,6,0.8947368421052632,0.8767123287671232
0.8,50000,6,0.9655172413793104,1.0
0.8,100000,6,0.9655172413793104,1.0
0.2,10,7,0.0,0.0
0.2,100,7,0.5454545454545454,0.3835616438356164
0.2,200,7,0.6153846153846154,0.5423728813559322
0.2,500,7,0.6666666666666666,0.5423728813559322
0.2,1000,7,0.8571428571428571,0.7272727272727273
0.2,2000,7,0.923076923076923,0.7272727272727273
0.2,5000,7,1.0,1.0
0.2,10000,7,1.0,1.0
0.2,20000,7,1.0,1.0
0.2,50000,7,1.0,1.0
0.2,100000,7,1.0,1.0
0.5,10,7,1.0,0.0
0.5,100,7,1.0,0.0063091482649842
0.5,200,7,0.8333333333333333,0.2513863216266174
0.5,500,7,0.8421052631578948,0.403183023872679
0.5,1000,7,0.8421052631578948,0.403183023872679
0.5,2000,7,0.7200000000000001,0.6456692913385826
0.5,5000,7,0.8148148148148148,0.7887323943661971
0.5,10000,7,0.8148148148148148,0.7887323943661971
0.5,20000,7,0.7777777777777778,1.0
0.5,50000,7,0.7777777777777778,1.0
0.5,100000,7,0.8108108108108109,1.0
0.8,10,7,1.0,0.0
0.8,100,7,1.0,0.1106719367588932
0.8,200,7,1.0,0.1106719367588932
0.8,500,7,0.888888888888889,0.3902439024390244
0.8,1000,7,0.888888888888889,0.4545454545454545
0.8,2000,7,1.0,0.5360824742268041
0.8,5000,7,1.0,0.5360824742268041
0.8,10000,7,0.923076923076923,0.6428571428571429
0.8,20000,7,0.975609756097561,1.0
0.8,50000,7,0.975609756097561,1.0
0.8,100000,7,0.975609756097561,1.0
0.2,10,8,1.0,0.0
0.2,100,8,0.8571428571428571,0.7761194029850746
0.2,200,8,1.0,0.6301369863013698
0.2,500,8,0.923076923076923,0.725609756097561
0.2,1000,8,0.8333333333333333,1.0
0.2,2000,8,0.8333333333333333,1.0
0.2,5000,8,0.8333333333333333,1.0
0.2,10000,8,0.8333333333333333,1.0
0.2,20000,8,0.8333333333333333,1.0
0.2,50000,8,0.8333333333333333,1.0
0.2,100000,8,0.8333333333333333,1.0
0.5,10,8,1.0,0.0
0.5,100,8,1.0,0.0880503144654088
0.5,200,8,0.9090909090909092,0.208
0.5,500,8,0.8750000000000001,0.2424242424242424
0.5,1000,8,0.8333333333333333,0.3233082706766917
0.5,2000,8,1.0,0.3478260869565217
0.5,5000,8,0.9411764705882352,0.5884146341463414
0.5,10000,8,0.9411764705882352,0.5884146341463414
0.5,20000,8,0.923076923076923,1.0
0.5,50000,8,0.923076923076923,1.0
0.5,100000,8,0.923076923076923,1.0
0.8,10,8,1.0,0.0
0.8,100,8,1.0,0.2479108635097493
0.8,200,8,0.888888888888889,0.3478260869565217
0.8,500,8,0.9411764705882352,0.4230769230769231
0.8,1000,8,1.0,0.3478260869565217
0.8,2000,8,1.0,0.3478260869565217
0.8,5000,8,1.0,0.3478260869565217
0.8,10000,8,0.9411764705882352,0.4230769230769231
0.8,20000,8,0.9411764705882352,0.4230769230769231
0.8,50000,8,1.0,1.0
0.8,100000,8,1.0,1.0
0.2,10,9,0.0,0.0
0.2,100,9,1.0,0.6170212765957447
0.2,200,9,0.9,1.0
0.2,500,9,0.9,1.0
0.2,1000,9,0.9,1.0
0.2,2000,9,0.9,1.0
0.2,5000,9,0.9,1.0
0.2,10000,9,0.9,1.0
0.2,20000,9,0.9,1.0
0.2,50000,9,0.8571428571428571,1.0
0.2,100000,9,0.8571428571428571,1.0
0.5,10,9,1.0,0.0
0.5,100,9,0.8,0.3100511073253833
0.5,200,9,0.7142857142857143,0.4633730834752981
0.5,500,9,0.6666666666666667,1.0
0.5,1000,9,0.761904761904762,0.7761194029850746
0.5,2000,9,0.6896551724137931,1.0
0.5,5000,9,0.7741935483870968,1.0
0.5,10000,9,0.7741935483870968,1.0
0.5,20000,9,0.7741935483870968,1.0
0.5,50000,9,0.8125000000000001,1.0
0.5,100000,9,0.8125000000000001,1.0
0.8,10,9,1.0,0.0
0.8,100,9,1.0,0.3157894736842105
0.8,200,9,0.9090909090909092,0.4705882352941176
0.8,500,9,0.9090909090909092,0.4705882352941176
0.8,1000,9,0.9473684210526316,0.5
0.8,2000,9,0.9655172413793104,0.6896551724137931
0.8,5000,9,0.9655172413793104,0.6896551724137931
0.8,10000,9,0.9655172413793104,1.0
0.8,20000,9,0.9655172413793104,1.0
0.8,50000,9,0.9655172413793104,1.0
0.8,100000,9,0.9655172413793104,1.0
