density,samp_size,seed,fscore,ari
0.2,100,4,1.0,1.0
0.2,200,4,1.0,1.0
0.2,500,4,1.0,1.0
0.2,1000,4,1.0,1.0
0.2,2000,4,1.0,1.0
0.2,5000,4,1.0,1.0
0.2,10000,4,1.0,1.0
0.2,20000,4,1.0,1.0
0.2,50000,4,1.0,1.0
0.2,100000,4,1.0,1.0
0.5,10,4,0.0,0.3859649122807017
0.5,100,4,1.0,0.0217391304347826
0.5,200,4,1.0,-0.0278053624627606
0.5,500,4,1.0,0.5508982035928144
0.5,1000,4,1.0,1.0
0.5,2000,4,1.0,1.0
0.5,5000,4,1.0,1.0
0.5,10000,4,1.0,1.0
0.5,20000,4,1.0,1.0
0.5,50000,4,1.0,1.0
0.5,100000,4,1.0,1.0
0.8,10,4,1.0,0.0
0.8,100,4,0.6666666666666666,0.0057636887608069
0.8,200,4,1.0,0.0707964601769911
0.8,500,4,1.0,1.0
0.8,1000,4,1.0,1.0
0.8,2000,4,1.0,1.0
0.8,5000,4,1.0,1.0
0.8,10000,4,1.0,1.0
0.8,20000,4,1.0,1.0
0.8,50000,4,1.0,1.0
0.8,100000,4,1.0,1.0
0.2,10,5,0.0,0.1860465116279069
0.2,100,5,1.0,0.6871896722939425
0.2,200,5,0.8,1.0
0.2,500,5,1.0,1.0
0.2,1000,5,0.8,1.0
0.2,2000,5,0.8,1.0
0.2,5000,5,0.8,1.0
0.2,10000,5,0.8,1.0
0.2,20000,5,0.8,1.0
0.2,50000,5,0.8,1.0
0.2,100000,5,0.8,1.0
0.5,10,5,1.0,0.0
0.5,100,5,1.0,0.0972222222222222
0.5,200,5,0.8,0.3712574850299401
0.5,500,5,1.0,0.6488294314381271
0.5,1000,5,1.0,0.8863636363636364
0.5,2000,5,1.0,0.8863636363636364
0.5,5000,5,1.0,0.8863636363636364
0.5,10000,5,1.0,0.8863636363636364
0.5,20000,5,1.0,0.8863636363636364
0.5,50000,5,0.9090909090909092,1.0
0.5,100000,5,0.9090909090909092,1.0
0.8,10,5,1.0,0.0
0.8,100,5,1.0,-0.0283687943262411
0.8,200,5,1.0,-0.0283687943262411
0.8,500,5,1.0,0.7232472324723247
0.8,1000,5,1.0,0.7232472324723247
0.8,2000,5,1.0,0.5935483870967742
0.8,5000,5,1.0,0.7619047619047619
0.8,10000,5,0.9090909090909092,0.8258064516129032
0.8,20000,5,0.9090909090909092,0.8258064516129032
0.8,50000,5,0.9090909090909092,0.8258064516129032
0.8,100000,5,0.9090909090909092,0.8258064516129032
0.2,10,6,1.0,0.0
0.2,100,6,1.0,1.0
0.2,200,6,1.0,1.0
0.2,500,6,1.0,1.0
0.2,1000,6,1.0,1.0
0.2,2000,6,1.0,1.0
0.2,5000,6,1.0,1.0
0.2,10000,6,1.0,1.0
0.2,20000,6,1.0,1.0
0.2,50000,6,1.0,1.0
0.2,100000,6,1.0,1.0
0.5,10,6,1.0,0.0
0.5,100,6,0.8,0.1389728096676737
0.5,200,6,1.0,0.1053677932405566
0.5,500,6,0.8,0.7945205479452054
0.5,1000,6,1.0,1.0
0.5,2000,6,1.0,1.0
0.5,5000,6,1.0,1.0
0.5,10000,6,1.0,1.0
0.5,20000,6,1.0,1.0
0.5,50000,6,1.0,1.0
0.5,100000,6,1.0,1.0
0.8,10,6,1.0,0.0
0.8,100,6,1.0,0.2577319587628865
0.8,200,6,1.0,0.4230769230769231
0.8,500,6,1.0,0.2068155111633372
0.8,1000,6,1.0,0.460431654676259
0.8,2000,6,1.0,1.0
0.8,5000,6,1.0,1.0
0.8,10000,6,1.0,1.0
0.8,20000,6,1.0,1.0
0.8,50000,6,1.0,1.0
0.8,100000,6,1.0,1.0
0.2,10,7,1.0,0.0
0.2,100,7,1.0,1.0
0.2,200,7,1.0,1.0
0.2,500,7,1.0,1.0
0.2,1000,7,1.0,1.0
0.2,2000,7,1.0,1.0
0.2,5000,7,1.0,1.0
0.2,10000,7,1.0,1.0
0.2,20000,7,1.0,1.0
0.2,50000,7,1.0,1.0
0.2,100000,7,1.0,1.0
0.5,10,7,1.0,0.0
0.5,100,7,0.0,0.2424242424242424
0.5,200,7,0.6666666666666666,0.4188191881918819
0.5,500,7,0.6666666666666666,0.4188191881918819
0.5,1000,7,0.6666666666666666,0.4188191881918819
0.5,2000,7,0.6666666666666666,0.731610337972167
0.5,5000,7,0.6666666666666666,0.731610337972167
0.5,10000,7,0.8,0.9521785334750266
0.5,20000,7,0.8,0.9521785334750266
0.5,50000,7,1.0,1.0
0.5,100000,7,1.0,1.0
0.8,10,7,1.0,0.0
0.8,100,7,1.0,0.0
0.8,200,7,1.0,0.0
0.8,500,7,1.0,0.1860465116279069
0.8,1000,7,1.0,0.1860465116279069
0.8,2000,7,1.0,0.5018450184501845
0.8,5000,7,1.0,1.0
0.8,10000,7,1.0,1.0
0.8,20000,7,1.0,1.0
0.8,50000,7,1.0,1.0
0.8,100000,7,1.0,1.0
0.2,10,8,1.0,0.0
0.2,100,8,1.0,0.3396226415094339
0.2,200,8,1.0,0.3396226415094339
0.2,500,8,1.0,0.6120689655172413
0.2,1000,8,1.0,0.6120689655172413
0.2,2000,8,1.0,1.0
0.2,5000,8,1.0,1.0
0.2,10000,8,1.0,1.0
0.2,20000,8,1.0,1.0
0.2,50000,8,1.0,1.0
0.2,100000,8,1.0,1.0
0.5,10,8,1.0,0.0
0.5,100,8,1.0,-0.0869565217391304
0.5,200,8,1.0,0.3930635838150289
0.5,500,8,1.0,0.3930635838150289
0.5,1000,8,1.0,0.3930635838150289
0.5,2000,8,1.0,0.4621513944223107
0.5,5000,8,1.0,1.0
0.5,10000,8,1.0,1.0
0.5,20000,8,1.0,1.0
0.5,50000,8,1.0,1.0
0.5,100000,8,1.0,1.0
0.8,10,8,1.0,0.0
0.8,100,8,1.0,0.0
0.8,200,8,1.0,-0.0819234194122885
0.8,500,8,1.0,0.3161094224924012
0.8,1000,8,1.0,0.3930635838150289
0.8,2000,8,1.0,0.3989314336598397
0.8,5000,8,1.0,0.4621513944223107
0.8,10000,8,1.0,0.6572361262241567
0.8,20000,8,1.0,1.0
0.8,50000,8,1.0,1.0
0.8,100000,8,1.0,1.0
0.2,10,9,1.0,0.0
0.2,100,9,1.0,0.6463654223968566
0.2,200,9,0.8,1.0
0.2,500,9,0.8,1.0
0.2,1000,9,0.8,1.0
0.2,2000,9,0.8,1.0
0.2,5000,9,0.8,1.0
0.2,10000,9,0.8,1.0
0.2,20000,9,0.8,1.0
0.2,50000,9,0.8,1.0
0.2,100000,9,0.8,1.0
0.5,10,9,1.0,0.0
0.5,100,9,1.0,0.3895348837209302
0.5,200,9,0.8,0.6226415094339622
0.5,500,9,1.0,1.0
0.5,1000,9,1.0,1.0
0.5,2000,9,1.0,1.0
0.5,5000,9,1.0,1.0
0.5,10000,9,1.0,1.0
0.5,20000,9,1.0,1.0
0.5,50000,9,1.0,1.0
0.5,100000,9,1.0,1.0
0.8,10,9,1.0,0.0
0.8,100,9,1.0,0.6341463414634146
0.8,200,9,1.0,0.6341463414634146
0.8,500,9,1.0,0.6341463414634146
0.8,1000,9,1.0,0.7469066366704162
0.8,2000,9,1.0,0.7469066366704162
0.8,5000,9,1.0,0.7469066366704162
0.8,10000,9,1.0,1.0
0.8,20000,9,1.0,1.0
0.8,50000,9,1.0,1.0
0.8,100000,9,1.0,1.0
