density,samp_size,seed,num_nodes,num_intervs,graph_family,method,metric_type,precision,recall,fscore,ari,runtime_sec,score
0.2,10,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,-0.044891640866873,0.0180895380035508,
0.2,100,0,10,8,er,RePaRe,partition,1.0,0.8333333333333334,0.9090909090909092,1.0,0.1987065850116778,
0.2,200,0,10,8,er,RePaRe,partition,1.0,0.8333333333333334,0.9090909090909092,1.0,0.105056427011732,
0.2,500,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.4528516499849502,
0.2,1000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.3189289769798051,
0.2,2000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.3740776350023225,
0.2,5000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.2960183370159939,
0.2,10000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.9126976419938728,
0.2,20000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,1.2163159560004717,
0.2,50000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,2.4723908719897736,
0.2,100000,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,5.468347662012093,
0.5,10,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,0.0,0.0170921859971713,
0.5,100,0,10,8,er,RePaRe,partition,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4827586206896552,0.1920600550074596,
0.5,200,0,10,8,er,RePaRe,partition,0.6111111111111112,0.9166666666666666,0.7333333333333334,0.6564885496183206,0.4107608949998393,
0.5,500,0,10,8,er,RePaRe,partition,0.7368421052631579,0.875,0.7999999999999999,1.0,1.1238479080202524,
0.5,1000,0,10,8,er,RePaRe,partition,0.8333333333333334,0.9375,0.8823529411764706,1.0,1.3211706379952377,
0.5,2000,0,10,8,er,RePaRe,partition,0.8421052631578947,1.0,0.9142857142857144,1.0,0.90423519097385,
0.5,5000,0,10,8,er,RePaRe,partition,0.8421052631578947,1.0,0.9142857142857144,1.0,0.8119049170054495,
0.5,10000,0,10,8,er,RePaRe,partition,0.8421052631578947,1.0,0.9142857142857144,1.0,0.938716504984768,
0.5,20000,0,10,8,er,RePaRe,partition,0.7272727272727273,1.0,0.8421052631578948,1.0,2.960953513014829,
0.5,50000,0,10,8,er,RePaRe,partition,0.7272727272727273,1.0,0.8421052631578948,1.0,5.607985284004826,
0.5,100000,0,10,8,er,RePaRe,partition,0.6956521739130435,1.0,0.8205128205128205,1.0,9.171224538993556,
0.8,10,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,0.0,0.0143428809824399,
0.8,100,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,0.0112994350282485,0.0128220930055249,
0.8,200,0,10,8,er,RePaRe,partition,1.0,1.0,1.0,0.0464177598385469,0.1253163770015817,
0.8,500,0,10,8,er,RePaRe,partition,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.3778801843317972,0.1735001670022029,
0.8,1000,0,10,8,er,RePaRe,partition,0.9,1.0,0.9473684210526316,0.1902313624678663,0.2266319830087013,
0.8,2000,0,10,8,er,RePaRe,partition,0.7368421052631579,0.875,0.7999999999999999,0.3778801843317972,0.4341107440122869,
0.8,5000,0,10,8,er,RePaRe,partition,0.75,0.9375,0.8333333333333334,0.3778801843317972,0.2901794630161021,
0.8,10000,0,10,8,er,RePaRe,partition,0.75,0.9375,0.8333333333333334,0.3778801843317972,0.7896940149948932,
0.8,20000,0,10,8,er,RePaRe,partition,0.7857142857142857,1.0,0.88,0.6564885496183206,2.0266800810059067,
0.8,50000,0,10,8,er,RePaRe,partition,0.7857142857142857,1.0,0.88,0.6564885496183206,4.5091852030018345,
0.8,100000,0,10,8,er,RePaRe,partition,0.7142857142857143,0.9615384615384616,0.819672131147541,1.0,14.835794595011976,
0.2,10,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,0.0,0.0303708050050772,
0.2,100,1,10,8,er,RePaRe,partition,1.0,0.6666666666666666,0.8,1.0,0.3263733220228459,
0.2,200,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.6026159119792283,
0.2,500,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.3448888290149625,
0.2,1000,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.4682041769847274,
0.2,2000,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.4815072249912191,
0.2,5000,1,10,8,er,RePaRe,partition,1.0,1.0,1.0,1.0,0.2905843949993141,
