density,samp_size,seed,num_nodes,num_intervs,graph_family,method,metric_type,precision,recall,fscore,ari,runtime_sec,score
0.2,10,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.0,0.0375022570078726,
0.2,100,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2167930120194796,
0.2,200,0,10,8,sf,RePaRe,partition,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.4767441860465116,0.5088956980034709,
0.2,500,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2190631410048809,
0.2,1000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.1322232599777635,
0.2,2000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2589477279980201,
0.2,5000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2615538380050566,
0.2,10000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.7003913630032912,
0.2,20000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.6110249999910593,
0.2,50000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.8330863400187809,
0.2,100000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,3.559762930992292,
0.5,10,0,10,8,sf,RePaRe,partition,0.0,1.0,0.0,0.0229885057471264,0.0088977320119738,
0.5,100,0,10,8,sf,RePaRe,partition,0.8333333333333334,1.0,0.9090909090909092,0.2513863216266174,0.1230374299921095,
0.5,200,0,10,8,sf,RePaRe,partition,0.8333333333333334,1.0,0.9090909090909092,0.7887323943661971,0.148811235994799,
0.5,500,0,10,8,sf,RePaRe,partition,0.7692307692307693,1.0,0.8695652173913044,0.7887323943661971,0.2034347389999311,
0.5,1000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.7887323943661971,0.5581568269990385,
0.5,2000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.7887323943661971,0.367810690018814,
0.5,5000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2458877050084993,
0.5,10000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.7143038070062175,
0.5,20000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,1.283292794978479,
0.5,50000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,4.346477565006353,
0.5,100000,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,7.616043066984275,
0.8,10,0,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.0,0.0172621659876313,
0.8,100,0,10,8,sf,RePaRe,partition,0.6666666666666666,0.8571428571428571,0.75,0.2574257425742574,0.2263275769946631,
0.8,200,0,10,8,sf,RePaRe,partition,0.5,0.6363636363636364,0.56,-0.0305343511450381,0.3873873690026812,
0.8,500,0,10,8,sf,RePaRe,partition,0.2727272727272727,0.5,0.3529411764705882,0.0,0.7544114910124335,
0.8,1000,0,10,8,sf,RePaRe,partition,0.391304347826087,0.75,0.5142857142857143,-0.0227272727272727,0.251912303006975,
0.8,2000,0,10,8,sf,RePaRe,partition,0.3846153846153846,0.7692307692307693,0.5128205128205128,-0.0227272727272727,1.2484425099974032,
0.8,5000,0,10,8,sf,RePaRe,partition,0.3684210526315789,0.9333333333333332,0.5283018867924527,0.0,1.1682467859936878,
0.8,10000,0,10,8,sf,RePaRe,partition,0.4166666666666667,0.9375,0.5769230769230769,0.0,1.6966822849935852,
0.8,20000,0,10,8,sf,RePaRe,partition,0.7307692307692307,0.95,0.8260869565217392,0.0,3.532996839989209,
0.8,50000,0,10,8,sf,RePaRe,partition,0.7037037037037037,0.95,0.8085106382978724,0.0,8.685097441019025,
0.8,100000,0,10,8,sf,RePaRe,partition,0.7142857142857143,1.0,0.8333333333333333,0.0,16.43350999499671,
0.2,10,1,10,8,sf,RePaRe,partition,0.0,1.0,0.0,0.0350877192982456,0.0088856679794844,
0.2,100,1,10,8,sf,RePaRe,partition,0.6666666666666666,0.5,0.5714285714285715,0.3617021276595745,0.111039825977059,
0.2,200,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.845360824742268,0.1811893960111774,
0.2,500,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.1726903450035024,
0.2,1000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2282424100267235,
0.2,2000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2733556710008997,
0.2,5000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2857516929798294,
0.2,10000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.3536724830046296,
0.2,20000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.7043241930077784,
0.2,50000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,1.4317125850066077,
0.2,100000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,2.6260152719914918,
0.5,10,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.0,0.0167597290128469,
0.5,100,1,10,8,sf,RePaRe,partition,1.0,0.5454545454545454,0.7058823529411764,0.2574257425742574,0.3690363169880584,
0.5,200,1,10,8,sf,RePaRe,partition,1.0,0.9375,0.967741935483871,0.0,0.5738923500175588,
0.5,500,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.2526200670108665,
0.5,1000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.6579591129848268,
0.5,2000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.7896217349916697,
0.5,5000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,0.4133627690025605,
0.5,10000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,1.263625849998789,
0.5,20000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,1.5938170760055073,
0.5,50000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,5.103440394013887,
0.5,100000,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,1.0,20.62039764499059,
0.8,10,1,10,8,sf,RePaRe,partition,1.0,1.0,1.0,0.0,0.0365361159783788,
0.8,100,1,10,8,sf,RePaRe,partition,1.0,0.6666666666666666,0.8,0.1176470588235294,0.1810125639894977,
